0, 0.6856, 15.3814, 6.0000e-06, 0:00:08.512270, 61592.03
1, 0.6674, 11.6843, 1.2000e-05, 0:00:08.465263, 61934.05
2, 0.6477, 7.7462, 1.8000e-05, 0:00:08.606924, 60914.68
3, 0.6301, 5.1741, 2.4000e-05, 0:00:08.648728, 60620.24
4, 0.6054, 3.5946, 3.0000e-05, 0:00:08.660943, 60534.75
5, 0.6083, 2.8614, 3.6000e-05, 0:00:08.615198, 60856.18
6, 0.6079, 2.4919, 4.2000e-05, 0:00:08.502573, 61662.28
7, 0.6033, 2.3809, 4.8000e-05, 0:00:08.494150, 61723.42
8, 0.5936, 2.2711, 5.4000e-05, 0:00:08.431243, 62183.95
9, 0.5915, 2.2500, 6.0000e-05, 0:00:08.415527, 62300.08
