0, 10.9550, 15.1607, 8.3916e-07, 0:00:13.377924, 39190.54
1, 10.9029, 14.8828, 1.6783e-06, 0:00:00.428318, 1224062.50
2, 10.8052, 14.4622, 2.5175e-06, 0:00:00.438728, 1195018.33
3, 10.6646, 13.0496, 3.3566e-06, 0:00:00.449669, 1165942.06
4, 10.5222, 10.5422, 4.1958e-06, 0:00:00.453548, 1155970.26
5, 10.3802, 8.9316, 5.0350e-06, 0:00:00.441226, 1188252.73
6, 10.2612, 7.5796, 5.8741e-06, 0:00:00.451356, 1161584.20
7, 10.1517, 6.5876, 6.7133e-06, 0:00:00.441930, 1186359.83
8, 10.0414, 5.5337, 7.5524e-06, 0:00:00.447227, 1172308.47
9, 9.9662, 4.7867, 8.3916e-06, 0:00:00.439941, 1191723.44
10, 9.8814, 3.9160, 9.2308e-06, 0:00:00.438966, 1194370.41
11, 9.8339, 3.4304, 1.0070e-05, 0:00:00.450009, 1165061.14
12, 9.7871, 3.0882, 1.0909e-05, 0:00:00.440729, 1189592.70
13, 9.7511, 2.7952, 1.1748e-05, 0:00:00.443945, 1180975.12
14, 9.6920, 2.6235, 1.2587e-05, 0:00:00.437687, 1197860.57
15, 9.6701, 2.5030, 1.3427e-05, 0:00:00.445897, 1175805.17
16, 9.6573, 2.3704, 1.4266e-05, 0:00:00.448691, 1168483.43
17, 9.6342, 2.3767, 1.5105e-05, 0:00:00.440403, 1190473.27
18, 9.6846, 2.4043, 1.5944e-05, 0:00:00.440678, 1189730.37
19, 9.6812, 2.7829, 1.6783e-05, 0:00:00.443682, 1181675.16
20, 9.5811, 2.3654, 1.7622e-05, 0:00:00.450134, 1164737.61
21, 9.5494, 2.4153, 1.8462e-05, 0:00:00.441633, 1187157.66
22, 9.5370, 2.4058, 1.9301e-05, 0:00:00.452679, 1158189.36
23, 9.5280, 2.3079, 2.0140e-05, 0:00:00.443163, 1183059.06
24, 9.4677, 2.2749, 2.0979e-05, 0:00:00.451170, 1162063.08
25, 9.4339, 2.2777, 2.1818e-05, 0:00:00.444535, 1179407.70
26, 9.4169, 2.0784, 2.2657e-05, 0:00:00.442325, 1185300.40
27, 9.3723, 2.0239, 2.3497e-05, 0:00:00.447942, 1170437.24
28, 9.3455, 2.1837, 2.4336e-05, 0:00:00.448535, 1168889.83
29, 9.3011, 2.2008, 2.5175e-05, 0:00:00.444472, 1179574.87
30, 9.3394, 2.0562, 2.6014e-05, 0:00:00.450733, 1163189.74
31, 9.2636, 2.5276, 2.6853e-05, 0:00:00.443864, 1181190.63
32, 9.2414, 2.0468, 2.7692e-05, 0:00:00.451325, 1161663.99
33, 9.2025, 2.5209, 2.8531e-05, 0:00:00.443934, 1181004.38
34, 9.1040, 2.1544, 2.9371e-05, 0:00:00.449836, 1165509.21
35, 9.1172, 2.4412, 3.0210e-05, 0:00:00.448226, 1169695.64
36, 9.0924, 2.2541, 3.1049e-05, 0:00:00.452640, 1158289.15
37, 9.0188, 2.0786, 3.1888e-05, 0:00:00.446105, 1175256.95
38, 8.9959, 2.7312, 3.2727e-05, 0:00:00.452677, 1158194.47
39, 8.9726, 2.1649, 3.3566e-05, 0:00:00.446239, 1174904.03
40, 8.9395, 2.2640, 3.4406e-05, 0:00:00.457457, 1146092.42
41, 8.8655, 2.3326, 3.5245e-05, 0:00:00.444807, 1178686.49
42, 8.8199, 2.5461, 3.6084e-05, 0:00:00.453752, 1155450.55
43, 8.8326, 2.3054, 3.6923e-05, 0:00:00.450023, 1165024.90
44, 8.7813, 1.7618, 3.7762e-05, 0:00:00.448896, 1167949.81
45, 8.7697, 1.9386, 3.8601e-05, 0:00:00.453744, 1155470.93
46, 8.7149, 1.9728, 3.9441e-05, 0:00:00.453820, 1155277.42
47, 8.7244, 1.9658, 4.0280e-05, 0:00:00.450141, 1164719.50
48, 8.7140, 1.8330, 4.1119e-05, 0:00:00.453461, 1156192.04
49, 8.6360, 1.7219, 4.1958e-05, 0:00:00.458002, 1144728.63
50, 8.6408, 1.7549, 4.2797e-05, 0:00:00.441555, 1187367.37
51, 8.6023, 1.6921, 4.3636e-05, 0:00:00.452713, 1158102.37
52, 8.5574, 1.6349, 4.4476e-05, 0:00:00.447688, 1171101.30
53, 8.5070, 1.6412, 4.5315e-05, 0:00:00.453650, 1155710.35
54, 8.5145, 1.6992, 4.6154e-05, 0:00:00.455022, 1152225.61
55, 8.4806, 1.7836, 4.6993e-05, 0:00:00.448291, 1169526.04
56, 8.4331, 1.5512, 4.7832e-05, 0:00:00.457943, 1144876.11
57, 8.4175, 1.6810, 4.8671e-05, 0:00:00.454882, 1152580.23
58, 8.3433, 1.6769, 4.9510e-05, 0:00:00.454985, 1152319.31
59, 8.3095, 1.4985, 5.0350e-05, 0:00:00.458440, 1143634.94
60, 8.2940, 1.5913, 5.1189e-05, 0:00:00.450201, 1164564.27
61, 8.2952, 1.5576, 5.2028e-05, 0:00:00.457259, 1146588.69
62, 8.1940, 1.6541, 5.2867e-05, 0:00:00.454887, 1152567.56
63, 8.1560, 1.3900, 5.3706e-05, 0:00:00.457589, 1145761.81
64, 8.1264, 1.4899, 5.4545e-05, 0:00:00.453973, 1154888.07
65, 8.1144, 1.6649, 5.5385e-05, 0:00:00.452696, 1158145.86
66, 8.0564, 1.3003, 5.6224e-05, 0:00:00.456825, 1147677.99
67, 8.0542, 1.4532, 5.7063e-05, 0:00:00.453845, 1155213.78
68, 8.0157, 1.4544, 5.7902e-05, 0:00:00.459068, 1142070.46
69, 7.9272, 1.3306, 5.8741e-05, 0:00:00.457214, 1146701.54
70, 7.8831, 1.5552, 5.9580e-05, 0:00:00.456815, 1147703.12
71, 7.8951, 1.1711, 6.0420e-05, 0:00:00.456116, 1149461.98
72, 7.8295, 1.4034, 6.1259e-05, 0:00:00.456846, 1147625.24
73, 7.7983, 1.1679, 6.2098e-05, 0:00:00.462079, 1134628.49
74, 7.7364, 1.2110, 6.2937e-05, 0:00:00.457930, 1144908.61
75, 7.7558, 1.4283, 6.3776e-05, 0:00:00.461213, 1136758.94
76, 7.6834, 1.1285, 6.4615e-05, 0:00:00.457641, 1145631.62
77, 7.6954, 1.1887, 6.5455e-05, 0:00:00.461240, 1136692.39
78, 7.6503, 1.1362, 6.6294e-05, 0:00:00.462281, 1134132.70
79, 7.5954, 1.3034, 6.7133e-05, 0:00:00.459589, 1140775.78
80, 7.5661, 1.0599, 6.7972e-05, 0:00:00.460187, 1139293.37
81, 7.5689, 1.0649, 6.8811e-05, 0:00:00.463361, 1131489.27
82, 7.5031, 1.1617, 6.9650e-05, 0:00:00.457013, 1147205.88
83, 7.4486, 1.0912, 7.0490e-05, 0:00:00.466134, 1124758.12
84, 7.4463, 1.0720, 7.1329e-05, 0:00:00.462321, 1134034.58
85, 7.4010, 1.0474, 7.2168e-05, 0:00:00.463114, 1132092.75
86, 7.3862, 1.2077, 7.3007e-05, 0:00:00.467171, 1122261.44
87, 7.3928, 1.0542, 7.3846e-05, 0:00:00.464177, 1129500.17
88, 7.3647, 0.9214, 7.4685e-05, 0:00:00.464878, 1127796.97
89, 7.4041, 1.1915, 7.5524e-05, 0:00:00.466597, 1123642.03
90, 7.3165, 0.8866, 7.6364e-05, 0:00:00.464635, 1128386.80
91, 7.2997, 0.9115, 7.7203e-05, 0:00:00.465153, 1127130.21
