0, 10.9550, 15.4350, 8.3916e-07, 0:00:23.328656, 22473.99
1, 10.9027, 15.1162, 1.6783e-06, 0:00:00.907038, 578022.09
2, 10.8044, 14.5239, 2.5175e-06, 0:00:00.938117, 558872.72
3, 10.6627, 13.0111, 3.3566e-06, 0:00:00.941116, 557091.79
4, 10.5201, 10.6131, 4.1958e-06, 0:00:00.942605, 556211.77
5, 10.3777, 8.9110, 5.0350e-06, 0:00:00.939466, 558070.22
6, 10.2584, 7.6119, 5.8741e-06, 0:00:00.942178, 556463.85
7, 10.1488, 6.5825, 6.7133e-06, 0:00:00.941911, 556621.59
8, 10.0383, 5.4654, 7.5524e-06, 0:00:00.946040, 554192.21
9, 9.9633, 4.6452, 8.3916e-06, 0:00:00.948421, 552800.92
10, 9.8778, 3.8446, 9.2308e-06, 0:00:00.947954, 553073.25
11, 9.8304, 3.4490, 1.0070e-05, 0:00:00.951438, 551047.99
12, 9.7838, 3.0290, 1.0909e-05, 0:00:00.953242, 550005.14
13, 9.7470, 2.7234, 1.1748e-05, 0:00:00.950443, 551624.87
14, 9.6878, 2.5926, 1.2587e-05, 0:00:00.956195, 548306.57
15, 9.6665, 2.4386, 1.3427e-05, 0:00:00.956931, 547884.85
16, 9.6531, 2.3427, 1.4266e-05, 0:00:00.958038, 547251.78
17, 9.6302, 2.3068, 1.5105e-05, 0:00:00.953168, 550047.84
18, 9.6805, 2.3363, 1.5944e-05, 0:00:00.958001, 547272.92
19, 9.6755, 2.3527, 1.6783e-05, 0:00:00.959352, 546502.22
20, 9.5752, 2.2804, 1.7622e-05, 0:00:00.962405, 544768.57
21, 9.5424, 2.3016, 1.8462e-05, 0:00:00.962375, 544785.56
22, 9.5279, 2.2564, 1.9301e-05, 0:00:00.964275, 543712.12
23, 9.5168, 2.2228, 2.0140e-05, 0:00:00.961974, 545012.65
24, 9.4540, 2.2201, 2.0979e-05, 0:00:00.968691, 541233.48
25, 9.4198, 2.1933, 2.1818e-05, 0:00:00.966697, 542349.88
26, 9.4037, 2.0930, 2.2657e-05, 0:00:00.971827, 539486.97
27, 9.3596, 2.0911, 2.3497e-05, 0:00:00.967778, 541744.08
28, 9.3316, 2.1585, 2.4336e-05, 0:00:00.976356, 536984.46
29, 9.2828, 2.0860, 2.5175e-05, 0:00:00.970689, 540119.44
30, 9.3204, 2.0857, 2.6014e-05, 0:00:00.979824, 535083.85
31, 9.2424, 2.0071, 2.6853e-05, 0:00:00.976866, 536704.11
32, 9.2210, 1.9359, 2.7692e-05, 0:00:00.978200, 535972.19
33, 9.1796, 2.1905, 2.8531e-05, 0:00:00.980302, 534822.94
34, 9.0805, 2.4588, 2.9371e-05, 0:00:00.980765, 534570.46
35, 9.0878, 2.2479, 3.0210e-05, 0:00:00.984015, 532804.89
36, 9.0596, 2.0700, 3.1049e-05, 0:00:00.984856, 532349.91
37, 8.9818, 1.9442, 3.1888e-05, 0:00:00.986476, 531475.68
38, 8.9633, 2.2973, 3.2727e-05, 0:00:00.987302, 531031.03
39, 8.9385, 1.9417, 3.3566e-05, 0:00:00.992406, 528299.91
40, 8.9077, 1.9398, 3.4406e-05, 0:00:00.989499, 529851.98
41, 8.8343, 2.1395, 3.5245e-05, 0:00:00.985283, 532119.20
42, 8.7866, 1.9640, 3.6084e-05, 0:00:00.989383, 529914.10
43, 8.7985, 2.1348, 3.6923e-05, 0:00:00.993583, 527674.08
44, 8.7483, 1.7856, 3.7762e-05, 0:00:00.994208, 527342.37
45, 8.7348, 1.7904, 3.8601e-05, 0:00:00.992113, 528455.93
46, 8.6802, 1.8784, 3.9441e-05, 0:00:00.997511, 525596.21
47, 8.6890, 1.7965, 4.0280e-05, 0:00:00.997562, 525569.34
48, 8.6807, 1.7085, 4.1119e-05, 0:00:00.998648, 524997.80
49, 8.5990, 1.8408, 4.1958e-05, 0:00:01.000065, 524253.92
50, 8.6034, 1.6944, 4.2797e-05, 0:00:00.999426, 524589.11
51, 8.5638, 1.6811, 4.3636e-05, 0:00:00.999838, 524372.95
52, 8.5217, 1.7975, 4.4476e-05, 0:00:01.004655, 521858.75
53, 8.4708, 1.5888, 4.5315e-05, 0:00:01.000895, 523819.18
